-0.099600	-0.160200	-0.076200
-0.099600	-0.160200	-0.076200
-0.099600	-0.160200	-0.074200
-0.125000	-0.160200	-0.074200
-0.125000	-0.160200	-0.074200
-0.125000	-0.160200	-0.074200
-0.125000	-0.160200	-0.074200
-0.125000	-0.162100	-0.072300
-0.125000	-0.160200	-0.072300
-0.127000	-0.160200	-0.072300
-0.127000	-0.160200	-0.072300
-0.127000	-0.162100	-0.070300
-0.125000	-0.160200	-0.072300
-0.127000	-0.160200	-0.072300
-0.127000	-0.160200	-0.072300
-0.127000	-0.162100	-0.070300
-0.127000	-0.160200	-0.074200
-0.127000	-0.160200	-0.074200
-0.125000	-0.160200	-0.074200
-0.127000	-0.160200	-0.074200
-0.127000	-0.160200	-0.074200
-0.127000	-0.158200	-0.072300
-0.127000	-0.160200	-0.074200
-0.127000	-0.160200	-0.072300
-0.127000	-0.158200	-0.074200
-0.127000	-0.158200	-0.072300
-0.127000	-0.158200	-0.076200
-0.125000	-0.158200	-0.074200
-0.125000	-0.158200	-0.076200
-0.127000	-0.158200	-0.076200
-0.127000	-0.158200	-0.078100
-0.127000	-0.158200	-0.076200
-0.127000	-0.158200	-0.076200
-0.127000	-0.158200	-0.076200
-0.125000	-0.158200	-0.078100
-0.127000	-0.158200	-0.078100
-0.127000	-0.158200	-0.078100
-0.125000	-0.158200	-0.078100
-0.125000	-0.158200	-0.078100
-0.125000	-0.158200	-0.076200
-0.125000	-0.158200	-0.078100
-0.123000	-0.158200	-0.078100
-0.125000	-0.158200	-0.078100
-0.123000	-0.156200	-0.076200
-0.123000	-0.158200	-0.074200
-0.123000	-0.156200	-0.074200
-0.123000	-0.158200	-0.074200
-0.123000	-0.156200	-0.074200
-0.123000	-0.156200	-0.074200
-0.125000	-0.156200	-0.072300
-0.125000	-0.156200	-0.072300
-0.125000	-0.156200	-0.072300
-0.125000	-0.156200	-0.072300
-0.125000	-0.156200	-0.072300
-0.125000	-0.158200	-0.070300
-0.127000	-0.158200	-0.070300
-0.127000	-0.158200	-0.072300
-0.127000	-0.158200	-0.070300
-0.128900	-0.158200	-0.072300
-0.127000	-0.158200	-0.070300
-0.127000	-0.160200	-0.072300
-0.127000	-0.160200	-0.070300
-0.127000	-0.160200	-0.072300
-0.127000	-0.160200	-0.070300
-0.127000	-0.160200	-0.072300
-0.125000	-0.160200	-0.072300
-0.125000	-0.160200	-0.072300
-0.125000	-0.160200	-0.070300
-0.125000	-0.160200	-0.074200
-0.125000	-0.158200	-0.072300
-0.125000	-0.158200	-0.074200
-0.125000	-0.158200	-0.074200
-0.125000	-0.160200	-0.074200
-0.125000	-0.158200	-0.074200
-0.125000	-0.158200	-0.074200
-0.125000	-0.158200	-0.074200
-0.127000	-0.158200	-0.074200
-0.125000	-0.160200	-0.074200
-0.125000	-0.158200	-0.074200
-0.127000	-0.158200	-0.074200
-0.125000	-0.158200	-0.074200
-0.125000	-0.158200	-0.074200
-0.127000	-0.158200	-0.074200
-0.125000	-0.158200	-0.074200
-0.125000	-0.158200	-0.074200
-0.125000	-0.158200	-0.074200
-0.125000	-0.158200	-0.076200
-0.125000	-0.158200	-0.076200
-0.125000	-0.158200	-0.076200
-0.127000	-0.158200	-0.076200
-0.125000	-0.158200	-0.076200
-0.125000	-0.158200	-0.076200
-0.125000	-0.158200	-0.076200
-0.125000	-0.158200	-0.076200
-0.125000	-0.158200	-0.076200
-0.127000	-0.158200	-0.076200
-0.127000	-0.158200	-0.076200
-0.125000	-0.158200	-0.076200
-0.125000	-0.160200	-0.074200
-0.125000	-0.158200	-0.074200
-0.127000	-0.160200	-0.076200
-0.125000	-0.158200	-0.074200
-0.125000	-0.160200	-0.074200
-0.125000	-0.160200	-0.072300
-0.127000	-0.160200	-0.072300
-0.125000	-0.160200	-0.072300
-0.125000	-0.160200	-0.074200
-0.127000	-0.160200	-0.072300
-0.125000	-0.160200	-0.072300
-0.127000	-0.160200	-0.070300
-0.127000	-0.160200	-0.072300
-0.127000	-0.158200	-0.072300
-0.127000	-0.160200	-0.072300
-0.127000	-0.160200	-0.072300
-0.125000	-0.158200	-0.072300
-0.127000	-0.158200	-0.070300
-0.125000	-0.158200	-0.072300
-0.127000	-0.158200	-0.072300
-0.125000	-0.160200	-0.072300
-0.125000	-0.158200	-0.072300
-0.125000	-0.158200	-0.072300
-0.125000	-0.158200	-0.072300
