-0.1113 -0.1621 -0.1133 -0.2695 0.0352 -0.0254 0.0059 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 041
-0.1113 -0.1621 -0.1113 -0.2695 0.0352 -0.0254 0.0039 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 042
-0.1113 -0.1602 -0.1113 -0.2695 0.0352 -0.0273 0.0039 0.0078 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 043
-0.1250 -0.1621 -0.1133 -0.2715 0.0332 -0.0254 0.0059 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 044
-0.1309 -0.1621 -0.1133 -0.2695 0.0352 -0.0273 0.0059 0.0078 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 045
-0.1289 -0.1621 -0.1152 -0.2715 0.0352 -0.0254 0.0059 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 046
-0.1309 -0.1621 -0.1133 -0.2695 0.0352 -0.0273 0.0039 0.0078 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 047
-0.1309 -0.1621 -0.1152 -0.2715 0.0352 -0.0254 0.0059 0.0059 -0.1855 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 048
-0.1309 -0.1602 -0.1133 -0.2695 0.0352 -0.0273 0.0059 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 049
-0.1309 -0.1602 -0.1133 -0.2734 0.0352 -0.0254 0.0059 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 050
-0.1309 -0.1621 -0.1133 -0.2695 0.0371 -0.0273 0.0059 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 051
-0.1309 -0.1621 -0.1133 -0.2695 0.0371 -0.0273 0.0059 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 051
-0.1309 -0.1621 -0.1133 -0.2695 0.0371 -0.0273 0.0059 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 051
-0.1309 -0.1621 -0.1133 -0.2695 0.0371 -0.0273 0.0059 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 051
-0.1309 -0.1621 -0.1133 -0.2695 0.0371 -0.0273 0.0059 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 051
-0.1309 -0.1621 -0.1152 -0.2734 0.0352 -0.0254 0.0059 0.0059 -0.1855 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 056
-0.1309 -0.1621 -0.1133 -0.2695 0.0352 -0.0273 0.0039 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 057
-0.1309 -0.1602 -0.1152 -0.2715 0.0352 -0.0254 0.0059 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 058
-0.1309 -0.1621 -0.1152 -0.2695 0.0352 -0.0273 0.0039 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 059
-0.1309 -0.1602 -0.1152 -0.2734 0.0352 -0.0254 0.0059 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 060
-0.1309 -0.1602 -0.1133 -0.2695 0.0352 -0.0273 0.0039 0.0078 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 061
-0.1309 -0.1602 -0.1133 -0.2734 0.0352 -0.0234 0.0059 0.0059 -0.1855 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 062
-0.1309 -0.1602 -0.1133 -0.2695 0.0352 -0.0254 0.0039 0.0078 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 063
-0.1309 -0.1602 -0.1133 -0.2715 0.0352 -0.0234 0.0059 0.0059 -0.1855 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 064
-0.1309 -0.1602 -0.1133 -0.2695 0.0352 -0.0273 0.0039 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 065
-0.1309 -0.1602 -0.1133 -0.2715 0.0332 -0.0234 0.0059 0.0059 -0.1855 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 066
-0.1309 -0.1602 -0.1133 -0.2695 0.0352 -0.0273 0.0059 0.0078 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 067
-0.1309 -0.1602 -0.1133 -0.2715 0.0352 -0.0254 0.0059 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 068
-0.1309 -0.1602 -0.1133 -0.2695 0.0352 -0.0273 0.0039 0.0059 -0.1875 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 069
-0.1309 -0.1621 -0.1152 -0.2715 0.0352 -0.0254 0.0059 0.0059 -0.1855 -1.0000 -0.9902 -0.9961 -1.0000 -1.0000 -1.0000 070
